filename,citations,circumstance,year,RTNs,location,link
2-0016381 - MILLBURY - NAFNON 12-17-2007,['40.0703'],"pursuant to 310 cmr 40.07037a, maine drilling and blasting shall retract the tier ii classification submitted to the massdep october 1, 2007, and shall work with the shoppes regarding the permit designation of a primary representative authorized to act on behalf of both applicants and meet the requirements as specified in the mcp.",2007,2-0016381,MILLBURY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016381
2-0016468 - HOPEDALE - NAFNON  05-03-2007,['40.0406'],"failure to submit within one year of the notification date the phase i report, tier classification and tier i permit application i isa violation of 310 cmr 40.0406 1c, a class ii violation.",2007,2-0016468,HOPEDALE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016468
2-0016468 - HOPEDALE - NAFNON  05-03-2007,['40.0483'],"failure to correctly score the nrs scoresheet is a violation of 310 cmr 40.0483 1a8c, a class ii violation. failure to completely list owner operator and operations history in the phase i report is a violation of 310 cmr 40.0483 1c1, a class ii violation.",2007,2-0016468,HOPEDALE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016468
2-0016601 - WESTMINSTER - L1 NAFNON 07-07-2008,"['40.1035', '40.1056', '40.0993', '40.0926', '40.0992']","failure to identify conservative epcs and failure to meet the performance standards for a class a2 rao in violation of 310 cmr 40.09261 through 3 310 cmr 40.09921 and 2 310 cmr 40.09936 and 7c 310 cmr 40.10352a and, 310 cmr 40.10562k are class ii violations.",2008,2-0016601,WESTMINSTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016601
2-0016607 - SHIRLEY - L2 NAFNON 06-29-2012,['40.1074'],"pursuant to 310 cmr 40.1074 2a1., the contents of an aul shall contain the location of the property including the propertys street address. failures to use the correct address for the aul and survey plan are violations of the requirements of 310 cmr 40.1074.",2012,2-0016607,SHIRLEY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016607
2-0016607 - SHIRLEY - L2 NAFNON 06-29-2012,['40.1074'],"massdep did not receive a registry copy of the survey plan book 02007, plan 635 that was referenced in the aul, as required by 310 cmr 40.10744. failure to satisfy the content requirement is a violation of 310 cmr 40.1074.",2012,2-0016607,SHIRLEY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016607
2-0016612 - MILFORD - L3 NAFNON 06-30-2011,['40.0904'],"the department received a class b1 response action outcome statement rao for on july 3, 2007. the rao states a condition of no significant risk exists for a release of chlorinated hydrocarbons to groundwater at the site. a review of the data submitted with the rao indicate the extent of contamination was not defined as required by 310 cmr 40,0904, specifically",2011,2-0016612,MILFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016612
2-0016612 - MILFORD - L3 NAFNON 06-30-2011,"['40.1003', '40.0904', '40.1004']","submittal of a class b1 rao without defining the extent of contamination, establishing exposure point concentrations, and demonstrating elimination or control of all sources are class ii violations of 310 cmr 40.0904, 310 cmr 40.1003 and 310 cmr 40.1004.",2011,2-0016612,MILFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016612
2-0016617 - LEOMINSTER - L2 NAFNON 06-07-2011,['40.0893'],"the remedy operation status report, received by massdep on march 18, 2011, failed to meet the ros performance standards and requirements of content of submittal, in violation of 310 cmr 40.08932e, f, and 3b,",2011,2-0016617,LEOMINSTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016617
2-0016627 - OXFORD - NAFNON 04-17-2008,['40.0420'],"on june 25, 2007 massdep issued you an for violations including failure to submit a plan for completing the ira. in response, on july 31, 2007, you submitted an ira plan prepared by lsp kenneth snow stating your intention to complete the required ira, including additional soil excavation and disposal of remedial waste. during the audit inspection, massdep staff observed that the stockpiled soil remains at the site, as does a drum of waste sappyoxford notice of audit findings and absorbent materials. subsequent communication with the lspofrecord kenneth snow confirmed that you did not implement any of the actions proposed in your ira plan. failing to conduct an ira where required is a violation of 310 cmr 40.04201.",2008,2-0016627,OXFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016627
2-0016627 - OXFORD - NAFNON 04-17-2008,"['40.0404', '40.0501']","you were required to submit either an rao or a tier classification submittal by march 14, 2008. you have provided neither to massdep, therefore you have violated 310 cmr 40.04043 and 310 cmr 40.05013.",2008,2-0016627,OXFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016627
2-0017217 - Worceter - L2 NAFNON 04-21-2015,['40.1074'],"on september 30, 2010, wbc realty corp. recorded a notice of aul on the property located at 28 southgate street with the worcester registry of deeds book 46401, 07. a confirmatory notice of aul was recorded by wbc realty corp. on june 8, 2011, at the worcester county registry of deeds book 47470, 86. as part of this audit, the massdep reviewed all recorded instruments on the property subject to the notice of aul for and 20017217. on october 1, 2014, wbc realty corp. transferred the property into westec drive, llc book 52868, 12 and the quitclaim deed into westec drive, llc properly referenced the notice of aul. also on october 1, 2014, a mortgage and an assignment of leases and rents on the property between westec drive, llc and millbury savings bank were recorded book 52868, 16 and 35. the mortgage and separate assignment of leases and rents failed to reference the notice of aul, as required by 310 cmr 40.10745.",2015,2-0017217,WORCETER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017217
2-0017257 - Shrewsbury - L3 NAFNON 03-14-2014,['40.0874'],"while not all three lines of evidence are always necessary, under ros the selection of mna as a response action under the mcp requires sitespecific documentation that degradation of contaminants is the primary attenuation process. the current omm plans sampling program does not provide sufficient informationdata to demonstrate that natural processes i.e., aerobic biodegradation facilitating mass destruction are occurring, or technical justification to forgo geochemical monitoring, to assert that the selected comprehensive response action is making progress towards the identified remedial goal of achieving a permanent solution, in violation of 310 cmr 40.08743b6.c.",2014,2-0017257,SHREWSBURY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017257
2-0017567 - Worcester - L3 NAFNON 10-15-2014,['40.1004'],"the class a3 partial response action outcome rao statement, received by massdep on november 9, 2009, and the class a2 rao statement, received by massdep on february 8, 2013, fail to meet performance standards for response action outcomes, 310 cmr 40.1004,",2014,2-0017567,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017567
2-0017683 - MILFORD - NAFNON 11-09-2011,['40.0560'],"massdep received a tier ii classification submittal for this site on october 27, 2006. the tier i classification for the site expired on october 27, 2011. a response action outcome rao statement was due for submittal on october 27, 2011. a tier ii classification extension or rao statement has not been submitted to massdep, in violation of 310 cmr 40. 05601b and 40,05602d.",2011,2-0017683,MILFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017683
2-0017734 - BARRE - NAFNON 08-01-2011,['40.0411'],"subsequent to initial notification of the release of 2 fuel oil kerosene mix from an aboveground storage tank at the site on december 9, 2009, site conditions have not been continually assessed and evaluated to determine if additional immediate response actions iras are required, in violation of 310 cmr 40,04117,",2011,2-0017734,BARRE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017734
2-0017775 - Leominster - L3 NAFNON 06-24-2014,['40.0370'],"the property has not been developed and there are no current development plans to convert this section of former rail line to a rail trail. massdeps best management practice bmp guidance recommends that measures be taken to control current exposures. however, no response actions have been implemented for current site use by trespassers, including abutting residents, as required by 310 cmr 40.03701.",2014,2-0017775,LEOMINSTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017775
2-0017775 - Leominster - L3 NAFNON 06-24-2014,['40.0926'],"the exposure point calculations for area b15 do not meet the 75 rule for both chromium and nickel. in area b15 six samples were averaged to develop the epcs for chromium and nickel, however only three 50 of the samples used in the epc were equal to or below the standard, while three 50 of the samples exceeded the standard. in area b24 the epc developed for nickel also does not meet the 75 rule in that of theleominsterfitchburg rtn 2 17775 notice of audit findings and five samples used to develop the epc, three samples were below the standard while two samples were above.",2014,2-0017775,LEOMINSTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0017775
2-0018191 - WORCESTER - L3 NAFNON 02-22-2012,['40.0926'],"massdep has determined that the combination of inadequate sampling density and use of a geometric mean has resulted in an epc of lead in soil that is not a conservative estimate of the concentration contacted by a potential receptor over time, in violation of 310 cmr 40.09263b.",2012,2-0018191,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0018191
2-0018209 - HOLLISTON - NAFNON  10-11-2013,['40.0481'],"the preliminary description of the site hydrogeologic conditions in the phase i report is not based upon the installation of a minimum of three groundwater monitoring wells near the source area, as required by 310 cmr 40.0481.",2013,2-0018209,HOLLISTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0018209
2-0018435 - Mendon - L3 NAFNON 01-24-2014,['40.0926'],"massdep reviewed these lines of evidence subslab soil gas data and indoor air data and in accordance with the 2011 vapor intrusion guidance document wsc1 1435, has determined that a potential indoor air pathway of concern on the first floor cannot be ruled out wholly due to the potential interference from interior sources such as solvents with subslab vapor samples indicating the possibility of intrusion. supplementary lines of evidence, such as the collection of additional indoor air samples in the absence or abatement of potential interior sources, are needed to eliminate the first floor ambient air as an exposure point in the risk characterization. failure to calculate an indoor air exposure point concentration for the first floor living space is a violation of 310 cmr 40.09263.",2014,2-0018435,MENDON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0018435
2-0018828 - WORCESTER - NOAFNON 12-30-2013,['40.0405'],"therefore, timely actions to eliminate, abate or mitigate unacceptable release andor site conditions represented by subsurface napl under the dwelling and petroleum contaminants in indoor air in the second and third floor apartments has not fully occurred, in violation of 310 cmr 40.04052a.",2013,2-0018828,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0018828
